 CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
40238;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-11-27;9999-12-31;S.C. ASITO KAPITAL S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STR. ELENA VACARESCU, 100A (SECTOR 1)  BUCAREST ROMANIA;DANNI; 
40351;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-09-06;9999-12-31;SAARLAND FEUERVERSICHERUNG AKTIENGESELLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MAINZER STRASSE, 32-34  SAARBRUCKEN GERMANIA;DANNI; 
40193;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-04-24;9999-12-31;SAPPISURE FORSAKRING AB; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AIM SWEDEN AB, PO BOX 12820  STOCCOLMA SVEZIA;DANNI; 
10604;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SASOL INTERNATIONAL INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O WILLIS MANAGEMENT (DUBLIN) LIMITED ELM PARK MERRION ROAD   DUBLINO IRLANDA;DANNI; 
10637;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SBB INSURANCE AKTIENGESELLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ERLENWERG 3 9495  TRIESEN LIECHTENSTEIN;DANNI; 
10451;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SCA FORSAKRINGSAKTIEBOLAG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOX 200  STOCCOLMA SVEZIA;DANNI; 
40937;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-02-01;9999-12-31;SCOR EUROPE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;5 AVENUE KLÉBER   PARIGI FRANCIA;DANNI; 
20109;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SEB LIFE INTERNATIONAL ASSURANCE COMPANY DESIGNATED ACTIVITY COMPANY; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BLOODSTONE BUILDING, SIR JOHN ROGERSON'S QUAY  DUBLINO IRLANDA;VITA; 
40756;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-05-23;9999-12-31;SEGUROS CATALANA OCCIDENTE, S.A. DE SEGUROS Y REASEGUROS, SOCIEDAD UNIPERSONALE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA, 4  MADRID SPAGNA;DANNI; 
40843;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-10-17;9999-12-31;SI INSURANCE (EUROPE), SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;NIEDERKASSELER LOHWEG 18  DUSSELDORF GERMANIA;DANNI; 
40840;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-10-17;9999-12-31;SI INSURANCE (EUROPE), SA;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;40, AVENUE MONTEREY (L-2163)  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40844;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-10-17;9999-12-31;SI INSURANCE (EUROPE), SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CALLE TERRAGONA, 149-157, PLANTA 6, DESPACHO N°1, E-  BARCELLONA SPAGNA;DANNI; 
10874;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SIGNAL IDUNA ALLGEMEINE VERSICHERUNGS AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;JOSEPH-SCHERER STRASSE 3   DORTMUND GERMANIA;DANNI; 
10217;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SIRIUSPOINT INTERNATIONAL INSURANCE CORPORATION (PUBL); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SE - 113 96 STOCKHOLM  STOCCOLMA SVEZIA;DANNI; 
40195;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-05-15;9999-12-31;SIRIUSPOINT INTERNATIONAL INSURANCE CORPORATION (PUBL); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LERGRAVSVEJ 53 (DK-2300)  COPENAGHEN DANIMARCA;DANNI; 
40810;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-06-07;9999-12-31;SIRIUSPOINT INTERNATIONAL INSURANCE CORPORATION (PUBL); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MONT ST. MARTIN 62B/2  - 400  LIEGI BELGIO;MISTA; 
41039;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-07-15;9999-12-31;SMA SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ROUE LOUIS ARMAND 8  PARIGI FRANCIA;DANNI; 
40345;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-08-10;9999-12-31;SMABTP; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;8, RUE  LOUIS ARMAND CS 71201 (75738 PARIS CEDEX 15)  PARIGI FRANCIA;DANNI; 
40519;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2013-04-16;9999-12-31;SOCIEDAD DE SEGUROS MUTUOS MARITIMOS DE VIGO, MUTUALIDAD DE SEGUROS Y; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VIRXE DO CARME, 1° IZQUIERDA, 36202 VIGO (PONTEVEDRA)  VIGO SPAGNA;DANNI; 
10843;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SOCIETE FRANCAISE DE PROTECTION JURIDIQUE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;8-10 RUE D'ASTORG  PARIGI FRANCIA;DANNI; 
41106;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-07-25;9999-12-31;SOCIETE MUTUALISTE DES ETUDIANTS DE LA REGION PARISIENNE (SMEREP); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;28 RUE FORTUNY  -  75017  PARIGI FRANCIA;DANNI; 
10657;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SOCIÉTÉ D'ASSURANCES GÉNÉRALES APPLIQUÉES (SAGA) DESIGNATED ACTIVITY COMPANY; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O MARSH MANAGEMENT SERVICES (DUBLIN) LTD GROUND FLOOR, CHARLOTTE HOUSE, CHARLEMONT STREET, DUBLIN 2 IRELAND D02 NV26  DUBLINO IRLANDA;DANNI; 
41113;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-11-30;9999-12-31;SOCIÉTÉ GÉNÉRALE LUXEMBOURG CREDIT INSURANCE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;16, BOULEVARD ROYAL - L  LUSSEMBURGO LUSSEMBURGO;DANNI; 
10631;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SOGECAP;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;50 AVENUE DU GÉNÉRAL DE GAULLE   PARIGI FRANCIA;PICCOLO CUMULO; 
20079;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SOGELIFE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;11, AVENUE EMILE REUTER (L - 2420 )  LUSSEMBURGO LUSSEMBURGO;VITA; 
40600;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-11-18;9999-12-31;SOGESSUR S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TOUR D2, 17 BIS PLACE DES REFLETS, PARIS LA DEFENSE 2  PARIGI FRANCIA;DANNI; 
10682;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SOLID FÖRSÄKRINGSAKTIEBOLAG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOX 22209 SE 250 24 HELSINGBORG   HELSINGBORG SVEZIA;DANNI; 
40689;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-03-08;9999-12-31;SOLUCIA PROTECTION JURIDIQUE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;5 BOULEVARD DIDEROT (75 012)  PARIGI FRANCIA;DANNI; 
40438;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2012-02-14;9999-12-31;SOLUNION SEGUROS DE CRÉDITO, COMPAÑIA INTERNACIONAL DE SEGUROS Y REASSIGUROS, S.A; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENIDA GENERAL PERON, 40  MADRID SPAGNA;DANNI; 
40575;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-07-09;9999-12-31;SPARKASSEN-VERSICHERUNG SACHSEN ALLGEMEINE VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AN DER FLUTRINNE 12  DRESDA GERMANIA;DANNI; 
20209;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SQUARELIFE INSURANCE AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LANDSTRASSE 33 - 9491  RUGGELL LIECHTENSTEIN;PICCOLO CUMULO; 
20140;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;ST. JAMES'S PLACE INTERNATIONAL PLC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FLEMING COURT FLEMINGS PLACE DUBLIN 4  DUBLINO IRLANDA;VITA; 
40670;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-01-28;9999-12-31;STAD HOLLAND ZORGVERZEKERAAR ONDERLINGE WAARBORGMAATSCHAPPIJ U.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;'S-GRAVELANDSEWEG 555 (3119 XT)  SCHIEDAM PAESI BASSI;DANNI; 
40159;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-02-08;9999-12-31;STANDARD LIFE INTERNATIONAL LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;90 ST. STEPHEN'S GREEN  DUBLINO IRLANDA;VITA; 
40938;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-12-20;9999-12-31;STARR EUROPE INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DRAGONARA BUSINESS CENTRE, 5TH FLOOR, DRAGONARA ROAD,  (STJ 3141)  ST. JULIAN'S MALTA;DANNI; 
41072;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-08-12;9999-12-31;STARR EUROPE INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HOPFENSTR. 8  MONACO DI BAVIERA GERMANIA;DANNI; 
41073;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-08-12;9999-12-31;STARR EUROPE INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE LA CASTELLANA, 200 –  28046  MADRID SPAGNA;DANNI; 
41071;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-08-12;9999-12-31;STARR EUROPE INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PANENSKA 5  BRATISLAVA SLOVACCA, REPUBBLICA;DANNI; 
41076;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-08-12;9999-12-31;STARR EUROPE INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BEURSPLEIN 37  ROTTERDAM PAESI BASSI;DANNI; 
41074;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-08-12;9999-12-31;STARR EUROPE INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;REGUS BURZOVNÍ PALÁC,  RYBNA 682/14, 110 00 PRAHA 1  PRAGA CECA, REPUBBLICA;DANNI; 
41075;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-08-12;9999-12-31;STARR EUROPE INSURANCE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FIRST CLIENTS AC/REGUS, OKTÓBER HUSZONHARMADIKA UTCA 8-10 4.EM.  BUDAPEST UNGHERIA;DANNI; 
40221;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-08-12;9999-12-31;STARSTONE INSURANCE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZOLLSTRASSE 82  SCHAAN LIECHTENSTEIN;DANNI; 
40753;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-05-26;9999-12-31;STARSTONE INSURANCE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SPEICHERNSTRASSE 8  COLONIA GERMANIA;DANNI; 
41017;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-01-24;9999-12-31;STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;5 ESPERIDON STREET, 4TH FLOOR  STROVOLOS CIPRO;DANNI; 
40649;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-11-19;9999-12-31;STELLANTIS INSURANCE EUROPE LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;53, MIB HOUSE, ABATE RIGORD STREET, TA' XBIEX, XBX  TA' XBIEX MALTA;DANNI; 
40341;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-06-08;9999-12-31;STELLANTIS INSURANCE LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MEDITERRANEAN BUILDING, 53, ABATE RIGORD STREET (XBX 1122)  TA' XBIEX MALTA;DANNI; 
40650;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-11-20;9999-12-31;STELLANTIS LIFE INSURANCE EUROPE LTD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;53, MIB HOUSE, ABATE RIGORD STREET, TA' XBIEX (XBX 1122) - MALTA    MALTA;VITA; 
40288;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-07-31;9999-12-31;STELLANTIS LIFE INSURANCE LIMITED; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MEDITERRANEAN BUILDING, 53, ABATE RIGORD STREET (XBX 1122)  TA' XBIEX MALTA;VITA; 
10795;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SURESTONE INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MERRION HALL STRAND ROAD, SANDYMOUNT, DUBLIN 4 D04 P6C4  DUBLINO IRLANDA;DANNI; 
40201;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-06-04;9999-12-31;SV SPARKASSENVERSICHERUNG GEBÄUDEVERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LÖWENTORSTRAßE 65  STOCCARDA GERMANIA;DANNI; 
40458;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2012-04-20;9999-12-31;SVERIGES ANGFARTYGS ASSURANS FORENING; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOX 171 (401 22)  GOTEBORG SVEZIA;DANNI; 
20186;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SWISS LIFE (LIECHTENSTEIN) AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;INDUSTRIESTRASSE 56 - LI-9491  RUGGELL LIECHTENSTEIN;VITA; 
20015;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SWISS LIFE (LUXEMBOURG) S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;25, ROUTE D'ARLON (L-8009 )  STRASSEN LUSSEMBURGO;VITA; 
40688;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-03-08;9999-12-31;SWISS LIFE ASSURANCES DE BIENS; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;7 RUE BELGRAND  LEVALLOIS PERRET FRANCIA;DANNI; 
40340;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-06-08;9999-12-31;SWISS LIFE PRODUCTS (LUXEMBOURG) S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2-4 RUE EUGÈNE RUPPERT   (L-2453 )  LUSSEMBURGO LUSSEMBURGO;VITA; 
40268;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-05-05;9999-12-31;SWISS RE EUROPE S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2, RUE EDWARD STEICHEN, L-2540 LUXEMBOURG  LUSSEMBURGO LUSSEMBURGO;DANNI; 
10240;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SWISS RE INTERNATIONAL S.E.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2, RUE EDWARD STEICHEN, L-2540  LUSSEMBURGO LUSSEMBURGO;DANNI; 
41040;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-07-23;9999-12-31;SWISS RE INTERNATIONAL S.E.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DE  LA CASTELLANA  95  MADRID SPAGNA;DANNI; 
41037;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-07-23;9999-12-31;SWISS RE INTERNATIONAL S.E.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PARK 2020, NOW BUILDING, TAURUSAVENUE, 16C  HOOFDDORP PAESI BASSI;DANNI; 
41038;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-07-23;9999-12-31;SWISS RE INTERNATIONAL S.E.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MLYNSKE NIVY, 12 - 81109  BRATISLAVA SLOVACCA, REPUBBLICA;DANNI; 
41034;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-07-23;9999-12-31;SWISS RE INTERNATIONAL S.E.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ARABELLASTRASSE 30 - 81925  MONACO DI BAVIERA GERMANIA;DANNI; 
41035;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-07-23;9999-12-31;SWISS RE INTERNATIONAL S.E.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MIDTERMOLEN 3, 4TV - 2100  COPENAGHEN DANIMARCA;DANNI; 
41036;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-07-23;9999-12-31;SWISS RE INTERNATIONAL S.E.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;11-15, RUE SAINT GEORGES - 75009  PARIGI FRANCIA;DANNI; 
20190;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SWISSLIFE ASSURANCE ET PATRIMOINE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;7 RUE BELGRAND  LEVALLOIS PERRET FRANCIA;PICCOLO CUMULO; 
40250;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-01-05;9999-12-31;SWISSLIFE PRÉVOYANCE ET SANTÉ; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;7 RUE BELGRAND ( 92300 )  LEVALLOIS PERRET FRANCIA;DANNI; 
40560;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-04-11;9999-12-31;SWISSPARTNERS VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARKTPLATZ, 7 (AT-6800) - FELDKIRCH    AUSTRIA;VITA; 
40199;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-06-03;9999-12-31;SWISSPARTNERS VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FELDSTRASSE 16 (FL-9490)  VADUZ LIECHTENSTEIN;VITA; 
10662;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;SYNTONIA INSURANCE AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LANDSTRASSE 61  SCHAAN LIECHTENSTEIN;DANNI; 
10316;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TCS INSURANCE COMPANY OF IRELAND DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INS. MANAGERS (DUBLIN) LTD. 3RD FLOOR THE METROPOLITAN BUILDING JAMES JOYCE STREET  DUBLINO IRLANDA;DANNI; 
10812;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TELEFONICA INSURANCE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;6D ROUTE DE TRÈVES ( L-2633 )  LUSSEMBURGO LUSSEMBURGO;DANNI; 
10780;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;TELIA COMPANY AB; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BOX 7664 - 103 94   STOCCOLMA SVEZIA;DANNI; 
40947;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-03-05;9999-12-31;THE BRITANNIA STEAM SHIP INSURANCE ASSOCIATION EUROPE M.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;42-44, AVENUE DE LA GARE (L- 1610)  LUSSEMBURGO LUSSEMBURGO;DANNI; 
